Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,Series,REF_AREA,Units,Value
2007,A,0,C,A,N,GC_GOB_TAXD,,PT,73.7
2008,A,0,C,A,N,GC_GOB_TAXD,,PT,77.0
2009,A,0,C,A,N,GC_GOB_TAXD,,PT,64.8
2010,A,0,C,A,N,GC_GOB_TAXD,,PT,67.9
2011,A,0,C,A,N,GC_GOB_TAXD,,PT,68.1
2012,A,0,C,A,N,GC_GOB_TAXD,,PT,73.0
2013,A,0,C,A,N,GC_GOB_TAXD,,PT,71.5
2014,A,0,C,A,N,GC_GOB_TAXD,,PT,69.2
2015,A,0,C,A,N,GC_GOB_TAXD,,PT,65.9
2016,A,0,C,A,N,GC_GOB_TAXD,,PT,71.8
2017,A,0,C,A,N,GC_GOB_TAXD,,PT,69.1
2018,A,0,C,A,N,GC_GOB_TAXD,,PT,76.9
